Report ID,datetime,hour,weekday,day_night,Crime Type,crime_category,Description,Status,Location,Full Address,Latitude,Longitude
251858,2025-04-09 05:08:00,5,Wednesday,Night,Larceny,Larceny,POSSESSION OF METHAMPHETAMINE,INVESTIGATED BY OTHER AGENCY,IU HEALTH BLOOMINGTON HOSPITAL,"IU HEALTH BLOOMINGTON HOSPITAL, Bloomington, IN",39.1777329,-86.502606
251858,2025-04-09 05:08:00,5,Wednesday,Night,Larceny,Larceny,POSSESSION OF A HYPODERMIC SYRINGE OR NEEDLE,INVESTIGATED BY OTHER AGENCY,IU HEALTH BLOOMINGTON HOSPITAL,"IU HEALTH BLOOMINGTON HOSPITAL, Bloomington, IN",39.1777329,-86.502606
251857,2025-04-02 19:00:00,19,Wednesday,Night,Larceny,Larceny,ODOR OF MARIJUANA,FAILED TO LOCATE,READ HALL,"READ HALL, Bloomington, IN",39.1660559,-86.5148922
251856,2025-04-02 22:30:00,22,Wednesday,Night,Larceny,Larceny,ODOR OF MARIJUANA,FAILED TO LOCATE,FOREST QUAD,"FOREST QUAD, Bloomington, IN",39.164555,-86.5129405
251855,2025-04-02 17:00:00,17,Wednesday,Day,Larceny,Larceny,ODOR OF MARIJUANA,FAILED TO LOCATE,FOREST QUAD,"FOREST QUAD, Bloomington, IN",39.164555,-86.5129405
251854,2025-04-04 16:15:00,16,Friday,Day,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,FOSTER MARTIN HALL,"FOSTER MARTIN HALL, Bloomington, IN",39.1759089,-86.5178523
251853,2025-04-01 10:00:00,10,Tuesday,Day,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR X2,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,BRISCOE QUAD,"BRISCOE QUAD, Bloomington, IN",39.1784385,-86.5199643
251847,2025-04-15 02:27:00,2,Tuesday,Night,Trespassing,Trespassing,CRIMINAL TRESPASS,SUSPECT ISSUED TRESPASS WARNING,INDIANA MEMORIAL UNION,"INDIANA MEMORIAL UNION, Bloomington, IN",39.1677781,-86.5236605
251843,2025-04-14 20:00:00,20,Monday,Night,Assault,Assault,DOMESTIC BATTERY NO OR MINOR BODILY INJURY,PROBABLE CAUSE FILED,SRSC,"SRSC, Bloomington, IN",39.1735239,-86.5124023
251841,2025-04-14 20:44:00,20,Monday,Night,Theft,Theft,VEHICLE THEFT,OPEN CASE,SWAIN HALL (E & W),"SWAIN HALL (E & W), Bloomington, IN",39.1647452,-86.5251278
251838,2025-03-27 15:55:00,15,Thursday,Day,Theft,Theft,ALL OTHER THEFT LESS THAN $750,OPEN CASE,READ CENTER EXTERIOR GROUNDS,"READ CENTER EXTERIOR GROUNDS, Bloomington, IN",39.169574,-86.5385549
251826,2025-04-14 14:25:00,14,Monday,Day,Misdemeanour,Other,HARASSMENT,OPEN CASE,IU POLICE DEPARTMENT,"IU POLICE DEPARTMENT, Bloomington, IN",39.1792728,-86.5133026
251817,2025-04-03 00:00:00,0,Thursday,Night,Misdemeanour,Other,CRIMINAL MISCHIEF LOSS LESS THAN $750,OPEN CASE,SIGMA DELTA TAU,"SIGMA DELTA TAU, Bloomington, IN",39.1798771,-86.5104392
251804,2025-04-12 22:08:00,22,Saturday,Night,Assault,Assault,BATTERY NO INJURY,OPEN CASE,TETER QUAD EXTERIOR GROUNDS,"TETER QUAD EXTERIOR GROUNDS, Bloomington, IN",39.1704913,-86.5129409
251804,2025-04-12 22:08:00,22,Saturday,Night,Assault,Assault,INTIMIDATION,OPEN CASE,TETER QUAD EXTERIOR GROUNDS,"TETER QUAD EXTERIOR GROUNDS, Bloomington, IN",39.1704913,-86.5129409
251803,2025-04-12 21:15:00,21,Saturday,Night,Misdemeanor,Other,OPERATING WHILE INTOXICATED - ENDANGERMENT,SUSPECT ARRESTED,10TH STREET/EAST OF EAGLESON,"10TH STREET/EAST OF EAGLESON, Bloomington, IN",39.169574,-86.5385549
251802,2025-04-10 19:30:00,19,Thursday,Night,Fraud,Fraud,FRAUD - CREDIT CARD,OPEN CASE,MCNUTT QUAD,"MCNUTT QUAD, Bloomington, IN",39.1762905,-86.5201909
251802,2025-04-10 19:30:00,19,Thursday,Night,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,MCNUTT QUAD,"MCNUTT QUAD, Bloomington, IN",39.1762905,-86.5201909
251800,2025-04-12 12:00:00,12,Saturday,Day,Theft,Theft,THEFT FROM COIN OPERATED MACHINE LESS THAN $750,UNFOUNDED,FOREST QUAD,"FOREST QUAD, Bloomington, IN",39.164555,-86.5129405
251796,2025-04-11 19:00:00,19,Friday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,MCNUTT QUAD,"MCNUTT QUAD, Bloomington, IN",39.1762905,-86.5201909
251793,2025-04-11 20:53:00,20,Friday,Night,Assault,Assault,BATTERY NO INJURY,NO ARREST,WILLKIE EXTERIOR GROUNDS,"WILLKIE EXTERIOR GROUNDS, Bloomington, IN",39.1661675,-86.5106177
251793,2025-04-11 20:53:00,20,Friday,Night,Larceny,Other,PUBLIC INTOXICATION BY ALCOHOL,SUSPECT ARRESTED,WILLKIE EXTERIOR GROUNDS,"WILLKIE EXTERIOR GROUNDS, Bloomington, IN",39.1661675,-86.5106177
251793,2025-04-11 20:53:00,20,Friday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR,SUSPECT ARRESTED,WILLKIE EXTERIOR GROUNDS,"WILLKIE EXTERIOR GROUNDS, Bloomington, IN",39.1661675,-86.5106177
251789,2025-04-10 20:30:00,20,Thursday,Night,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,SRSC,"SRSC, Bloomington, IN",39.1735239,-86.5124023
251788,2025-04-11 12:55:00,12,Friday,Day,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,OPEN CASE,10TH STREET/EAST OF EAGLESON,"10TH STREET/EAST OF EAGLESON, Bloomington, IN",39.169574,-86.5385549
251787,2025-03-18 14:00:00,14,Tuesday,Day,Theft,Theft,"THEFT FROM BUILDING $750-$49,999",OPEN CASE,CHEMISTRY,"CHEMISTRY, Bloomington, IN",39.1659962,-86.5227653
251786,2022-01-01 00:00:00,0,Saturday,Night,Assault,Assault,DOMESTIC BATTERY NO OR MINOR BODILY INJURY,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,TETER QUAD,"TETER QUAD, Bloomington, IN",39.1704913,-86.5129409
251785,2024-05-17 00:00:00,0,Friday,Night,Stalking,Stalking,STALKING - CLERY,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,READ HALL,"READ HALL, Bloomington, IN",39.1660559,-86.5148922
251782,2025-04-11 03:00:00,3,Friday,Night,Misdemeanour,Other,CRIMINAL CONVERSION,NO ARREST,DAVID BAKER AVENUE,"DAVID BAKER AVENUE, Bloomington, IN",39.1829108,-86.5133861
251781,2025-04-10 08:00:00,8,Thursday,Day,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,OPEN CASE,PRESIDENTS LOT,"PRESIDENTS LOT, Bloomington, IN",39.169574,-86.5385549
251779,2025-04-10 16:35:00,16,Thursday,Day,Misdemeanour,Other,UNAUTHORIZED CONTROL OF A MOTOR VEHICLE,OPEN CASE,OWEN HALL PARKING LOT,"OWEN HALL PARKING LOT, Bloomington, IN",39.1670136,-86.523292
251777,2025-04-10 18:20:00,18,Thursday,Night,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,OPEN CASE,BILL GARRETT FIELDHOUSE,"BILL GARRETT FIELDHOUSE, Bloomington, IN",39.1692551,-86.5208279
251777,2025-04-10 18:20:00,18,Thursday,Night,Fraud,Fraud,FRAUD,OPEN CASE,BILL GARRETT FIELDHOUSE,"BILL GARRETT FIELDHOUSE, Bloomington, IN",39.1692551,-86.5208279
251776,2025-04-10 18:30:00,18,Thursday,Night,Theft,Theft,THEFT FROM BUILDING LESS THAN $750,VICTIM DECLINED TO PROSECUTE,SRSC,"SRSC, Bloomington, IN",39.1735239,-86.5124023
251763,2025-04-10 02:30:00,2,Thursday,Night,Theft,Theft,ALL OTHER THEFT LESS THAN $750,OPEN CASE,READ CENTER EXTERIOR GROUNDS,"READ CENTER EXTERIOR GROUNDS, Bloomington, IN",39.169574,-86.5385549
251761,2025-04-09 13:00:00,13,Wednesday,Day,Misdemeanour,Other,"CRIMINAL MISCHIEF LOSS $750-$49,999",OPEN CASE,4TH & DUNN PARKING LOT,"4TH & DUNN PARKING LOT, Bloomington, IN",39.1671742,-86.528362
251741,2025-04-09 13:17:00,13,Wednesday,Day,Fraud,Fraud,FRAUD,OPEN CASE,FOREST QUAD,"FOREST QUAD, Bloomington, IN",39.164555,-86.5129405
251729,2025-04-08 14:08:00,14,Tuesday,Day,Misdemeanor,Misdemeanor,LEAVING THE SCENE OF A PROPERTY DAMAGE CRASH,VICTIM DECLINED TO PROSECUTE,ATWATER PARKING GARAGE,"ATWATER PARKING GARAGE, Bloomington, IN",39.163388,-86.5218225
251728,2025-04-08 05:30:00,5,Tuesday,Night,Trespassing,Trespassing,CRIMINAL TRESPASS,OPEN CASE,POPLARS RESEARCH AND CONFERENCE CENTER,"POPLARS RESEARCH AND CONFERENCE CENTER, Bloomington, IN",39.1682155,-86.529021
251728,2025-04-08 05:30:00,5,Tuesday,Night,Misdemeanour,Other,CRIMINAL MISCHIEF LOSS LESS THAN $750,OPEN CASE,POPLARS RESEARCH AND CONFERENCE CENTER,"POPLARS RESEARCH AND CONFERENCE CENTER, Bloomington, IN",39.1682155,-86.529021
251726,2025-04-09 02:26:00,2,Wednesday,Night,Misdemeanor,Other,OPERATING WHILE INTOXICATED - .08,SUSPECT ARRESTED,DUNN STREET/SOUTH OF 10TH,"DUNN STREET/SOUTH OF 10TH, Bloomington, IN",39.1873904,-86.5284676
251726,2025-04-09 02:26:00,2,Wednesday,Night,Misdemeanor,Other,OPERATING WHILE INTOXICATED,SUSPECT ARRESTED,DUNN STREET/SOUTH OF 10TH,"DUNN STREET/SOUTH OF 10TH, Bloomington, IN",39.1873904,-86.5284676
251725,2025-04-09 00:30:00,0,Wednesday,Night,Trespassing,Trespassing,CRIMINAL TRESPASS,SUSPECT ARRESTED,POPLARS PARKING GARAGE,"POPLARS PARKING GARAGE, Bloomington, IN",39.1677521,-86.5287835
251722,2025-04-07 05:00:00,5,Monday,Night,Misdemeanour,Other,CRIMINAL MISCHIEF LOSS LESS THAN $750,OPEN CASE,READ CENTER EXTERIOR GROUNDS,"READ CENTER EXTERIOR GROUNDS, Bloomington, IN",39.169574,-86.5385549
251716,2025-03-29 22:15:00,22,Saturday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR X4,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,WILLKIE NORTH,"WILLKIE NORTH, Bloomington, IN",39.1669726,-86.5106183
251715,2025-03-28 22:15:00,22,Friday,Night,Larceny,Larceny,ILLEGAL CONSUMPTION/POSSESSION OF ALCOHOL BY MINOR X3,REFERRED TO UNIVERSITY OFFICIALS FOR REVIEW,READ HALL,"READ HALL, Bloomington, IN",39.1660559,-86.5148922
